stimImage,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Folie1.JPG,0,0,0,0,17.87623799999892,None,23.284125299998777,None,1,001,2020_Jul_15_1459,fluency,2020.1.3,59.71393442595754,
Folie2.JPG,0,1,1,1,,,32.33717109999998,None,1,001,2020_Jul_15_1459,fluency,2020.1.3,59.71393442595754,
