trials_stimuli.thisRepN,trials_stimuli.thisTrialN,trials_stimuli.thisN,trials_stimuli.thisIndex,SC_Stimuli,text_Instruction.started,text_Instruction.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,5.91085879993625,None,space,0.4041009999345988,5.91085879993625,None,001,,2020_Jul_24_1017,SC_experiment,3.2.4,59.97976282754257,
