1.3616 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
501.5426 	EXP 	New trial (rep=2, index=1): OrderedDict([('letter', 'ճ')])
501.5571 	EXP 	text_3: autoDraw = False
501.5571 	EXP 	text_3: text = 'ճ'
501.5571 	EXP 	text_3: autoDraw = True
511.5423 	EXP 	New trial (rep=2, index=2): OrderedDict([('letter', 'D')])
511.5570 	EXP 	text_3: autoDraw = False
511.5570 	EXP 	text_3: text = 'D'
511.5570 	EXP 	text_3: autoDraw = True
521.5442 	EXP 	New trial (rep=2, index=3): OrderedDict([('letter', 'A')])
521.5580 	EXP 	text_3: autoDraw = False
521.5580 	EXP 	text_3: text = 'A'
521.5580 	EXP 	text_3: autoDraw = True
531.5447 	EXP 	New trial (rep=2, index=4): OrderedDict([('letter', '\u1cb0')])
531.5591 	EXP 	text_3: autoDraw = False
531.5591 	EXP 	text_3: text = '\u1cb0'
531.5591 	EXP 	text_3: autoDraw = True
541.5476 	EXP 	New trial (rep=2, index=5): OrderedDict([('letter', '\u1ca4')])
541.5588 	EXP 	text_3: autoDraw = False
541.5588 	EXP 	text_3: text = '\u1ca4'
541.5588 	EXP 	text_3: autoDraw = True
551.5454 	EXP 	New trial (rep=2, index=6): OrderedDict([('letter', 'V')])
551.5597 	EXP 	text_3: autoDraw = False
551.5597 	EXP 	text_3: text = 'V'
551.5597 	EXP 	text_3: autoDraw = True
561.5450 	EXP 	New trial (rep=2, index=7): OrderedDict([('letter', 'E')])
561.5598 	EXP 	text_3: autoDraw = False
561.5598 	EXP 	text_3: text = 'E'
561.5598 	EXP 	text_3: autoDraw = True
571.5463 	EXP 	New trial (rep=2, index=8): OrderedDict([('letter', '\u1caa')])
571.5604 	EXP 	text_3: autoDraw = False
571.5604 	EXP 	text_3: text = '\u1caa'
571.5604 	EXP 	text_3: autoDraw = True
581.5460 	EXP 	New trial (rep=2, index=9): OrderedDict([('letter', 'ᴌ')])
581.5604 	EXP 	text_3: autoDraw = False
581.5604 	EXP 	text_3: text = 'ᴌ'
581.5604 	EXP 	text_3: autoDraw = True
591.5499 	EXP 	New trial (rep=2, index=10): OrderedDict([('letter', 'M')])
591.5626 	EXP 	text_3: autoDraw = False
591.5626 	EXP 	text_3: text = 'M'
591.5626 	EXP 	text_3: autoDraw = True
601.5468 	EXP 	New trial (rep=2, index=11): OrderedDict([('letter', 'I')])
601.5616 	EXP 	text_3: autoDraw = False
601.5616 	EXP 	text_3: text = 'I'
601.5616 	EXP 	text_3: autoDraw = True
611.5475 	EXP 	New trial (rep=2, index=12): OrderedDict([('letter', 'ջ')])
611.5620 	EXP 	text_3: autoDraw = False
611.5620 	EXP 	text_3: text = 'ջ'
611.5620 	EXP 	text_3: autoDraw = True
621.5490 	EXP 	New trial (rep=2, index=13): OrderedDict([('letter', '֏')])
621.5642 	EXP 	text_3: autoDraw = False
621.5642 	EXP 	text_3: text = '֏'
621.5642 	EXP 	text_3: autoDraw = True
631.5478 	EXP 	New trial (rep=2, index=14): OrderedDict([('letter', 'K')])
631.5630 	EXP 	text_3: autoDraw = False
631.5630 	EXP 	text_3: text = 'K'
631.5630 	EXP 	text_3: autoDraw = True
641.5483 	EXP 	New trial (rep=2, index=15): OrderedDict([('letter', 'U')])
641.5634 	EXP 	text_3: autoDraw = False
641.5634 	EXP 	text_3: text = 'U'
641.5634 	EXP 	text_3: autoDraw = True
651.5486 	EXP 	New trial (rep=2, index=16): OrderedDict([('letter', 'թ')])
651.5635 	EXP 	text_3: autoDraw = False
651.5635 	EXP 	text_3: text = 'թ'
651.5635 	EXP 	text_3: autoDraw = True
661.5495 	EXP 	New trial (rep=2, index=17): OrderedDict([('letter', 'წ')])
661.5640 	EXP 	text_3: autoDraw = False
661.5640 	EXP 	text_3: text = 'წ'
661.5640 	EXP 	text_3: autoDraw = True
671.5495 	EXP 	New trial (rep=2, index=18): OrderedDict([('letter', 'L')])
671.5648 	EXP 	text_3: autoDraw = False
671.5648 	EXP 	text_3: text = 'L'
671.5648 	EXP 	text_3: autoDraw = True
681.5503 	EXP 	New trial (rep=2, index=19): OrderedDict([('letter', 'S')])
681.5655 	EXP 	text_3: autoDraw = False
681.5655 	EXP 	text_3: text = 'S'
681.5655 	EXP 	text_3: autoDraw = True
691.5513 	EXP 	New trial (rep=2, index=20): OrderedDict([('letter', 'თ')])
691.5663 	EXP 	text_3: autoDraw = False
691.5663 	EXP 	text_3: text = 'თ'
691.5663 	EXP 	text_3: autoDraw = True
701.5515 	EXP 	New trial (rep=2, index=21): OrderedDict([('letter', 'ჯ')])
701.5663 	EXP 	text_3: autoDraw = False
701.5663 	EXP 	text_3: text = 'ჯ'
701.5663 	EXP 	text_3: autoDraw = True
711.5511 	EXP 	New trial (rep=2, index=22): OrderedDict([('letter', 'T')])
711.5676 	EXP 	text_3: autoDraw = False
