trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.559255099971779,None,space,2.037731399992481,5.559255099971779,None,,001,2020_Jul_24_1048,BreathHold,3.2.4,60.92568038762754,
