SC_Stimuli,trials_stimuli.thisRepN,trials_stimuli.thisTrialN,trials_stimuli.thisN,trials_stimuli.thisIndex,text_Instruction.started,text_Instruction.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,text_SC_task.started,text_SC_task.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.141100800014101,None,space,2.378084299969487,6.141100800014101,None,,,001,,2020_Jul_24_1008,SC_experiment,3.2.4,59.68232291661565,
Nach dem Theaterstück ernteten sie viel _____.,0,0,0,0,,,,,,,8.620912399957888,None,001,,2020_Jul_24_1008,SC_experiment,3.2.4,59.68232291661565,
