trials_stimuli.thisRepN,trials_stimuli.thisTrialN,trials_stimuli.thisN,trials_stimuli.thisIndex,SC_Stimuli,text_Instruction.started,text_Instruction.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,9.176822200068273,None,space,0.7401905000442639,9.176822200068273,None,001,,2020_Jul_27_1048,SC_experiment,3.2.4,59.89501603926484,
